file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$UnorderedSuite$A,innerclass,1,1,0,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$BeforeParamAndAfterParam,innerclass,9,9,0,9,8,1,0,1,16,0.5,0.0,0.0,8,5,8,0,0,0,8,0,0,0,1,0,0,1,0,0,1,0,1,27,1,0,0,0,0,11,0,7,3,1,0,0,0,0,12,9,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$Counter,innerclass,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_5238.java,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,class,4,5,1,4,22,2,0,13,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,7,68,6,1,8,1,2,1,18,12,7,9,3,0,1,0,120,1,0
E:\FYP_Project\temp_batch\File_3875.java,org.apache.commons.lang3.reflect.Typed,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
E:\FYP_Project\temp_batch\File_3331.java,Example4,class,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
E:\FYP_Project\temp_batch\File_2193.java,MethodValidator,class,13,13,0,13,17,1,0,16,0,0.35714287,0.0,0.0,7,0,6,1,0,0,6,0,0,0,2,0,0,2,0,0,1,0,0,60,1,1,4,1,0,15,2,5,5,5,2,0,0,0,55,1,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest,class,13,17,4,13,11,6,0,13,16,0.625,0.0,0.0,8,2,6,2,0,0,6,0,0,0,3,3,0,3,0,0,0,0,15,138,1,0,0,0,0,6,9,10,0,9,0,0,8,0,47,1,0
E:\FYP_Project\temp_batch\File_883.java,org.apache.commons.lang3.reflect.testbed.Parent,class,2,2,0,2,3,1,0,0,3,1.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,4,0,1,1,1,1,1,0,0,12,0,0,0,0,0,2,1,2,0,4,0,0,0,0,13,0,0
E:\FYP_Project\temp_batch\File_1772.java,TestThread,innerclass,3,4,1,3,6,1,0,6,4,0.5,0.0,0.0,4,0,2,0,0,2,4,0,0,1,1,0,0,1,0,0,1,0,0,29,0,0,0,2,0,0,1,1,0,1,2,0,0,0,13,26,0
E:\FYP_Project\temp_batch\File_5224.java,org.apache.commons.lang3.text.StrLookup$SystemPropertiesStrLookup,innerclass,1,1,0,1,1,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$TestStatus,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0
E:\FYP_Project\temp_batch\File_397.java,org.apache.commons.lang3.concurrent.CircuitBreaker,interface,1,1,0,1,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$OnFailureTest,innerclass,5,5,0,5,1,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,1,0,1,0,1,0,0,9,9,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$InvalidMethodTest,innerclass,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
E:\FYP_Project\temp_batch\File_2178.java,org.junit.tests.experimental.theories.extendingwithstubs.StubbedTheories$StubbedTheoryAnchor,innerclass,10,10,0,10,7,2,0,13,0,0.25,0.0,0.0,4,0,1,1,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,27,2,2,0,0,0,0,1,4,0,4,1,0,0,0,31,9,0
E:\FYP_Project\temp_batch\File_2190.java,StopwatchTest,class,12,12,0,12,11,1,0,12,16,0.625,0.0,0.0,8,2,6,2,0,0,6,0,0,0,3,3,0,3,0,0,0,0,0,138,1,0,0,0,0,6,9,10,0,9,0,0,8,0,47,1,0
E:\FYP_Project\temp_batch\File_3099.java,IndexHandler,class,2,3,1,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,1,0
E:\FYP_Project\temp_batch\File_913.java,org.junit.runner.Computer,class,5,8,3,5,3,1,0,1,3,0.0,0.0,0.0,3,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,2,0,0,45,1,0
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest$ExceptionWithoutCause,innerclass,0,0,0,0,1,3,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,33,26,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$SingleArgumentTestWithIterable,innerclass,6,6,0,6,4,1,0,3,3,0.6666667,0.0,0.0,3,1,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,2,13,1,0,0,0,0,3,0,1,0,1,1,0,0,0,21,9,0
E:\FYP_Project\temp_batch\File_5580.java,org.junit.runners.Parameterized,class,9,38,28,10,9,3,0,12,6,0.0,NaN,NaN,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1,3,0,0,4,2,3,1,3,3,0,2,0,241,1,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$Callbacks$FailingTest,innerclass,4,4,0,4,1,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7,9,0
E:\FYP_Project\temp_batch\File_3869.java,org.apache.commons.lang3.exception.DefaultExceptionContextTest,class,5,5,0,5,4,2,0,7,6,0.0,0.0,0.0,4,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,5,0,10,0,6,0,0,0,0,34,0,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$MultipleBeforeParamAndAfterParam,innerclass,7,7,0,7,8,1,0,1,16,0.5,0.0,0.0,8,5,8,0,0,0,8,0,0,0,1,0,0,1,0,0,1,0,1,27,1,0,0,0,0,12,0,7,4,1,0,0,0,0,15,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$MultipleParametersBeforeParamAndAfterParam,innerclass,7,7,0,7,6,1,0,1,3,0.33333334,0.0,0.0,6,3,6,0,0,0,6,0,0,0,2,0,0,2,0,0,2,0,1,23,1,0,0,0,0,14,2,6,4,2,0,0,0,0,15,9,0
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest$NestableException,innerclass,0,0,0,0,2,3,0,0,1,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,1,0,1,0,0,1,0,0,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,11,26,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$SingleArgumentTestWithArray,innerclass,4,4,0,4,3,1,0,0,3,0.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,9,9,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$RunnerWithClassRuleAddedProgrammatically,innerclass,3,3,0,3,2,2,0,2,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,1,0,1,0,0,0,0,17,9,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$DurationDuringTestTest,innerclass,5,5,0,5,1,2,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,9,0
E:\FYP_Project\temp_batch\File_3879.java,org.apache.commons.lang3.text.translate.JavaUnicodeEscaper,class,3,4,1,3,6,2,0,3,15,0.0,0.0,0.0,6,4,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,3,21,5,0,0,0,0,2,3,1,1,1,0,0,0,0,77,1,0
E:\FYP_Project\temp_batch\File_904.java,com.puppycrawl.tools.checkstyle.gui.MainTest,class,4,4,0,4,3,2,0,13,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,17,1,1,0,0,0,5,2,4,0,4,1,0,0,2,51,1,0
E:\FYP_Project\temp_batch\File_719.java,org.junit.tests.listening.RunnerTest$NewExample,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$HasFailingAssumeInBefore,innerclass,3,3,0,3,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0
E:\FYP_Project\temp_batch\File_3883.java,org.apache.commons.lang3.time.GmtTimeZone,class,1,2,1,1,18,2,0,7,3,0.75757575,0.0,0.0,11,1,9,1,0,1,10,0,0,0,6,4,0,5,0,1,6,0,4,56,11,0,2,0,4,4,8,8,11,8,1,0,0,0,67,16,0
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$Anonymous2,anonymous,1,1,0,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$Anonymous1,anonymous,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Failed,innerclass,6,6,0,6,1,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,2,1,2,0,0,1,0,1,14,0,0,0,0,0,1,0,1,0,3,0,1,0,0,10,9,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$ClassRulesModifiableListEmpty,innerclass,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_952.java,org.apache.commons.lang3.reflect.PackageBean,class,0,0,0,0,3,1,0,0,1,0.33333334,0.0,0.0,3,0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,0,0,1,0,2,0,1,0,0,0,0,46,0,0
E:\FYP_Project\temp_batch\File_5635.java,com.puppycrawl.tools.checkstyle.meta.ModuleDetails,class,2,2,0,2,18,1,0,6,99,0.81746036,0.0,0.0,18,0,18,0,0,0,18,0,0,0,7,0,0,7,0,0,2,0,2,68,7,0,0,0,0,0,0,12,0,7,0,0,0,0,56,17,0
E:\FYP_Project\temp_batch\File_896.java,com.puppycrawl.tools.checkstyle.filefilters.beforeexecutionexclusionfilefilter.Example4,class,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$CustomTestName,innerclass,4,4,0,4,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,1,0,1,0,0,10,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$ThreeFailures,innerclass,6,6,0,6,2,1,0,2,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,9,1,0,0,0,0,1,4,0,0,1,0,0,0,0,10,9,0
E:\FYP_Project\temp_batch\File_5581.java,AssumptionViolationRunner,innerclass,5,6,1,5,3,1,0,3,0,0.16666667,0.0,0.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,14,1,0,0,0,0,1,0,2,1,2,0,0,0,0,17,10,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$UsesFieldAndMethodRule,innerclass,4,4,0,4,2,1,0,2,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,2,10,1,0,0,0,0,4,2,1,0,1,0,0,0,0,11,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$BadIndexForAnnotatedFieldTest,innerclass,7,7,0,7,3,1,0,3,1,0.33333334,0.0,0.0,3,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,13,2,0,0,0,0,0,3,0,0,2,0,0,0,0,15,9,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$OnFailureTest$Anonymous3,anonymous,1,1,0,1,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Skipped$Anonymous3,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_2151.java,org.junit.internal.runners.statements.FailOnTimeoutTest$StuckStatement,innerclass,2,2,0,2,5,2,0,5,3,0.0,NaN,NaN,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,20,0,1,0,1,0,0,1,3,1,2,1,0,0,0,30,26,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$AdditionTestWithAnnotatedFields,innerclass,6,6,0,6,2,1,0,2,0,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,2,11,1,0,0,0,0,1,15,0,1,3,0,0,0,0,15,9,0
